bc.no,inter,dose.type,species,species2,cicon,cicon2,identified.as,compound,metab.type,subclass,method,meth.extr,biofluid,hydrolysis.full,hydroylsis,quantified,trace,comments
1886,312,Experimental food,rat,Rat,10117403,101174,cyanidin 3-O-(2-O-(6-O-(E)-caffeoyl-?-D glucopyranosyl)-?-D-glucopiranoside)-5-O-?-D-glucopyranoside,Cyanidin 3-O-(2-O-(6-O-(E)-caffeoyl-D glucoside)-D-glucoside)-5-O-D-glucoside,Glycoside,Anthocyanins,78,SPE,plasma,None,no,TRUE,FALSE,
1887,312,Experimental food,rat,Rat,10117403,101174,cyanidin 3-O-(2-O-(6-O-(E)-caffeoyl-?-D glucopyranosyl)-?-D-glucopiranoside)-5-O-?-D-glucopyranoside,Cyanidin 3-O-(2-O-(6-O-(E)-caffeoyl-D glucoside)-D-glucoside)-5-O-D-glucoside,Glycoside,Anthocyanins,78,SPE,urine,None,no,TRUE,FALSE,
2006,337,Pure compound,rat,Rat,10117603,101176,4'-O-methyl-delphinidin-3-rutinoside,4'-O-Methyldelphinidin 3-O-rutinoside,Glycoside,Anthocyanins,78,SPE,plasma,None,no,TRUE,FALSE,
2007,337,Pure compound,rat,Rat,10117603,101176,4'-O-methyl-delphinidin-3-rutinoside,4'-O-Methyldelphinidin 3-O-rutinoside,Glycoside,Anthocyanins,78,SPE,urine,None,no,TRUE,FALSE,
2527,888,Experimental food,rat,Rat,10200303,102003,butein,Butein,Aglycone,Chalcones,78,LLE,plasma,None,no,FALSE,FALSE,
987,201,Pure compound,rat,Rat,10400203,104002,taxifolin,Dihydroquercetin,Aglycone,Dihydroflavonols,78,LLE,plasma,None,no,TRUE,FALSE,
988,202,Pure compound,rat,Rat,10400203,104002,taxifolin,Dihydroquercetin,Aglycone,Dihydroflavonols,78,LLE,plasma,None,no,TRUE,FALSE,
989,203,Pure compound,rat,Rat,10400203,104002,taxifolin,Dihydroquercetin,Aglycone,Dihydroflavonols,78,LLE,plasma,None,no,TRUE,FALSE,
1214,233,Pure compound,rat,Rat,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,78,PP,plasma,None,no,TRUE,FALSE,Timecourse given but all zero
1216,235,Experimental food,rat,Rat,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,78,PP,plasma,None,no,TRUE,FALSE,Timecourse given but all zero
1219,233,Pure compound,rat,Rat,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,78,PP,urine,None,no,TRUE,FALSE,
1220,235,Experimental food,rat,Rat,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,78,PP,urine,None,no,TRUE,FALSE,
1296,246,Pure compound,rat,Rat,10500103,105001,catechin,(+)-Catechin,Aglycone,Flavanols,78,NS,urine,None,no,FALSE,FALSE,
1658,288,Food,rat,Rat,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,78,SPE,plasma,None,no,TRUE,FALSE,
349,112,Experimental food,rat,Rat,10500103,105001,catechin,(+)-Catechin,Aglycone,Flavanols,90,NS,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
350,113,Experimental food,rat,Rat,10500103,105001,catechin,(+)-Catechin,Aglycone,Flavanols,90,NS,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
351,114,Experimental food,rat,Rat,10500103,105001,catechin,(+)-Catechin,Aglycone,Flavanols,90,NS,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1217,233,Pure compound,rat,Rat,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1218,235,Experimental food,rat,Rat,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1221,233,Pure compound,rat,Rat,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,90,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1222,235,Experimental food,rat,Rat,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,90,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1300,249,Pure compound,rat,Rat,10500103,105001,catechin,(+)-Catechin,Aglycone,Flavanols,89,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1301,249,Pure compound,rat,Rat,10500103,105001,catechin,(+)-Catechin,Aglycone,Flavanols,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1374,250,Pure compound,rat,Rat,10500103,105001,catechin,(+)-Catechin,Aglycone,Flavanols,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1632,284,Experimental food,rat,Rat,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
1633,284,Experimental food,rat,Rat,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
1212,232,Food,rat,Rat,10500203,105002,epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,PP,plasma,None,no,TRUE,FALSE,
1239,234,Pure compound,rat,Rat,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,PP,plasma,None,no,TRUE,FALSE,
1240,235,Experimental food,rat,Rat,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,PP,plasma,None,no,TRUE,FALSE,
1243,234,Pure compound,rat,Rat,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,PP,urine,None,no,TRUE,FALSE,
1244,235,Experimental food,rat,Rat,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,PP,urine,None,no,TRUE,FALSE,
1265,236,Pure compound,rat,Rat,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,PP,urine,None,no,TRUE,FALSE,
1266,237,Pure compound,rat,Rat,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,PP,urine,None,no,TRUE,FALSE,
1267,238,Pure compound,rat,Rat,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,PP,urine,None,no,TRUE,FALSE,
1268,239,Food,rat,Rat,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,PP,urine,None,no,TRUE,FALSE,
1269,240,Food,rat,Rat,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,PP,urine,None,no,TRUE,FALSE,
