method.full,method,analysis.type,food.group.full,food.group,food.subgroup,food,food.class,process.full,process,top.process,process.type,process.grouped,compound.class,compound.subclass,compound,conjugation,cicon,unit,mean.rf,min.rf,max.rf,sdev.rf,nraw.rf,rf.id
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,0.453864998,0.453864998,0.453864998,,1,628
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,0.332022733,0.332022733,0.332022733,,1,706
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Eggplant [Purple], peeled, raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,3.076576002,3.076576002,3.076576002,,1,948
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, burger, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Acetyldaidzin,ester,109008,mg/100 g fresh weight,2.530884574,2.291666776,2.894736946,0.320271354,3,767
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, tofu",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Acetyldaidzin,ester,109008,mg/100 g fresh weight,3.114211313,1.71875,7.071428478,2.638697689,4,778
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, burger, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Acetylgenistin,ester,109012,mg/100 g fresh weight,2.784995814,2.560344726,3.044642717,0.244038247,3,768
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, tofu",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Acetylgenistin,ester,109012,mg/100 g fresh weight,3.134166628,2.75,3.895833224,0.474509924,5,780
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soybean, sprout, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Acetylgenistin,ester,109012,mg/100 g fresh weight,0.706493521,0.706493521,0.706493521,,1,802
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, burger, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Malonyldaidzin,ester,109014,mg/100 g fresh weight,2.185416604,1.489583224,2.566666678,0.603530599,3,769
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, tofu",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Malonyldaidzin,ester,109014,mg/100 g fresh weight,2.763627872,2.543328285,2.984496236,0.198879012,5,783
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, burger, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Malonylgenistin,ester,109009,mg/100 g fresh weight,2.228448297,1.63690491,2.560344726,0.513563706,3,770
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, tofu",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Malonylgenistin,ester,109009,mg/100 g fresh weight,2.753186759,2.138130501,3.073529392,0.371432792,5,785
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soybean, sprout, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Malonylgenistin,ester,109009,mg/100 g fresh weight,0,0,0,,1,803
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, burger, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Malonylglycitin,ester,109015,mg/100 g fresh weight,1.309523841,0,2.75,1.379668939,3,771
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, tofu",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Malonylglycitin,ester,109015,mg/100 g fresh weight,2.800559878,2.351145148,3.249999851,0.364182585,5,787
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soybean, sprout, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,6''-O-Malonylglycitin,ester,109015,mg/100 g fresh weight,0.160000014,0.160000014,0.160000014,,1,804
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Cabbages,"Common cabbage [Red], raw",204,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Anthocyanins,"Anthocyanins, total",ester,101000,mg/100 g fresh weight,0.521987546,0.390458499,0.729240698,0.153286773,4,873
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Eggplant [Purple], peeled, raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Anthocyanins,"Anthocyanins, total",ester,101000,mg/100 g fresh weight,1.007789283,1.007789283,1.007789283,,1,946
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Shoot vegetables,"Globe artichoke, heads, raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Flavones,Apigenin 7-O-glucoside,ester,107021,mg/100 g fresh weight,0.804512836,0.804512836,0.804512836,,1,1184
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Shoot vegetables,"Globe artichoke, heads, raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Flavones,Apigenin 7-O-glucuronide,ester,107053,mg/100 g fresh weight,0.720089349,0.720089349,0.720089349,,1,1187
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Tubers,"Potato, peeled, raw",101,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.148259571,0.024840453,0.318289566,0.131731702,5,1234
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Tubers,"Potato, raw",101,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.475481963,0.284444451,0.702040863,0.138556389,10,1247
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,1.156963347,1.156963347,1.156963347,,1,632
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Eggplant [Purple], peeled, raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,2.861335187,2.861335187,2.861335187,,1,950
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. chinense [Green], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Capsaicinoids,Capsaicin,free phenol,904001,mg/100 g fresh weight,0.832728056,0.832728056,0.832728056,,1,922
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. chinense [Yellow], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Capsaicinoids,Capsaicin,free phenol,904001,mg/100 g fresh weight,0.860288919,0.860288919,0.860288919,,1,930
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. pubescens [Yellow], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Capsaicinoids,Capsaicin,free phenol,904001,mg/100 g fresh weight,0.798598484,0.798598484,0.798598484,,1,938
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Sweet pepper [Green], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Capsaicinoids,Capsaicin,free phenol,904001,mg/100 g fresh weight,0.681736799,0.667258385,0.696215213,0.02047557,2,957
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Sweet pepper [Red], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Capsaicinoids,Capsaicin,free phenol,904001,mg/100 g fresh weight,0.782807982,0.777998879,0.787617086,0.006801099,2,965
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, burger, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Daidzein,free phenol,109001,mg/100 g fresh weight,2.520833333,2.0625,2.75,0.39692831,3,772
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, tofu",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Daidzein,free phenol,109001,mg/100 g fresh weight,3.259019545,2.588235304,3.666666448,0.452324413,5,789
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soybean, sprout, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Daidzein,free phenol,109001,mg/100 g fresh weight,0.22608695,0.22608695,0.22608695,,1,805
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, burger, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Daidzin,glycoside,109010,mg/100 g fresh weight,2.597222204,2.291666612,2.75,0.264618905,3,773
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, tofu",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Daidzin,glycoside,109010,mg/100 g fresh weight,2.943801808,2.430457622,3.190000236,0.314185394,5,791
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soybean, sprout, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Daidzin,glycoside,109010,mg/100 g fresh weight,0.225766873,0.225766873,0.225766873,,1,806
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Anthocyanins,Delphinidin 3-O-glucoside,glycoside,101031,mg/100 g fresh weight,0.033048624,0.033048624,0.033048624,,1,563
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. chinense [Green], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Dihydrocapsaicins,Dihydrocapsaicin,free phenol,906002,mg/100 g fresh weight,0.786642244,0.786642244,0.786642244,,1,924
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. chinense [Yellow], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Dihydrocapsaicins,Dihydrocapsaicin,free phenol,906002,mg/100 g fresh weight,0.745057433,0.745057433,0.745057433,,1,932
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. pubescens [Yellow], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Dihydrocapsaicins,Dihydrocapsaicin,free phenol,906002,mg/100 g fresh weight,0.820952586,0.820952586,0.820952586,,1,940
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Sweet pepper [Green], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Dihydrocapsaicins,Dihydrocapsaicin,free phenol,906002,mg/100 g fresh weight,0.635474806,0.591262112,0.6796875,0.062526191,2,959
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Sweet pepper [Red], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Dihydrocapsaicins,Dihydrocapsaicin,free phenol,906002,mg/100 g fresh weight,0.674016523,0.575853608,0.772179438,0.138823326,2,967
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Leaf vegetables,"Spinach, raw, stored refrigerated",201,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxycinnamic acids,Ferulic acid,free phenol,302008,mg/100 g fresh weight,0.707142821,0.707142821,0.707142821,,1,1072
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Nuts,"Chestnut, raw",402,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,1.447931455,0.553246754,3.395999765,1.063094456,11,556
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,0.424500103,0.424500103,0.424500103,,1,607
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,0.382603031,0.382603031,0.382603031,,1,681
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, burger, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Genistein,free phenol,109003,mg/100 g fresh weight,2.659340774,1.692307755,3.142857283,0.83747516,3,774
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, tofu",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Genistein,free phenol,109003,mg/100 g fresh weight,3.014633009,2.553571358,3.4375,0.423798986,5,793
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soybean, sprout, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Genistein,free phenol,109003,mg/100 g fresh weight,0.228571439,0.228571439,0.228571439,,1,807
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, burger, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Genistin,glycoside,109011,mg/100 g fresh weight,2.723578408,2.419999987,3.162499934,0.389313319,3,775
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, tofu",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Genistin,glycoside,109011,mg/100 g fresh weight,2.941058072,2.479602441,3.203608274,0.281859375,5,795
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soybean, sprout, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Genistin,glycoside,109011,mg/100 g fresh weight,0.279069757,0.279069757,0.279069757,,1,808
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, burger, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Glycitein,free phenol,109005,mg/100 g fresh weight,2.75,2.75,2.75,0,3,776
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, tofu",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Glycitein,free phenol,109005,mg/100 g fresh weight,2.955158734,2.400793672,4.125,0.671215228,5,797
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, burger, raw",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Glycitin,free phenol,109007,mg/100 g fresh weight,2.780555581,2.291666612,3.300000131,0.504860727,3,777
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Soy and soy products,"Soy, tofu",1701,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Isoflavonoids,Glycitin,free phenol,109007,mg/100 g fresh weight,2.641747005,0.123318382,4.125,1.498674102,5,799
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Leaf vegetables,"Spinach, raw",201,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Flavonols,Jaceidin 4'-O-glucuronide,glycoside,108095,mg/100 g fresh weight,0.418531474,0.418531474,0.418531474,,1,1043
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Cabbages,"Broccoli, raw",204,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Flavonols,"Kaempferol 3,7-O-diglucoside",glycoside,108071,mg/100 g fresh weight,0.222000003,0.222000003,0.222000003,,1,818
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Flavonols,Kaempferol 3-O-acetyl-glucoside,glycoside,108103,mg/100 g fresh weight,0.285147484,0.285147484,0.285147484,,1,656
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Flavonols,Kaempferol 3-O-glucoside,glycoside,108035,mg/100 g fresh weight,0.326082544,0.326082544,0.326082544,,1,659
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Cabbages,"Broccoli, raw",204,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Flavonols,Kaempferol 3-O-glucoside,glycoside,108035,mg/100 g fresh weight,0.237857162,0.237857162,0.237857162,,1,819
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Cabbages,"Broccoli, raw",204,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Flavonols,Kaempferol 3-O-sophoroside,glycoside,108070,mg/100 g fresh weight,0.153795179,0.153795179,0.153795179,,1,820
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Anthocyanins,"Malvidin 3,5-O-diglucoside",glycoside,101023,mg/100 g fresh weight,0.201720548,0.201720548,0.201720548,,1,567
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Anthocyanins,Malvidin 3-O-glucoside,glycoside,101039,mg/100 g fresh weight,0.096454698,0.096454698,0.096454698,,1,570
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Flavonols,Myricetin,free phenol,108022,mg/100 g fresh weight,0.423398914,0.423398914,0.423398914,,1,591
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. chinense [Green], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Dihydrocapsaicins,Nordihydrocapsaicin,free phenol,906003,mg/100 g fresh weight,1.108548367,1.108548367,1.108548367,,1,926
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. chinense [Yellow], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Dihydrocapsaicins,Nordihydrocapsaicin,free phenol,906003,mg/100 g fresh weight,0.599333349,0.599333349,0.599333349,,1,934
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Chilli pepper C. pubescens [Yellow], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Dihydrocapsaicins,Nordihydrocapsaicin,free phenol,906003,mg/100 g fresh weight,0.777022845,0.777022845,0.777022845,,1,942
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Sweet pepper [Green], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Dihydrocapsaicins,Nordihydrocapsaicin,free phenol,906003,mg/100 g fresh weight,0.522374771,0.414609401,0.630140142,0.152403248,2,961
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Sweet pepper [Red], raw",202,Boiled,Boiled,yes,Domestic cooking,Boiled,Other polyphenols,Dihydrocapsaicins,Nordihydrocapsaicin,free phenol,906003,mg/100 g fresh weight,0.596814287,0.50935897,0.684269603,0.123680495,2,969
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Leaf vegetables,"Spinach, raw, stored refrigerated",201,Boiled,Boiled,yes,Domestic cooking,Boiled,Phenolic acids,Hydroxycinnamic acids,o-Coumaric acid,free phenol,302012,mg/100 g fresh weight,0.637818685,0.637818685,0.637818685,,1,1073
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Leaf vegetables,"Spinach, raw",201,Boiled,Boiled,yes,Domestic cooking,Boiled,Flavonoids,Flavonols,Patuletin 3-O-(2''-feruloylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside,glycoside,108091,mg/100 g fresh weight,0.587272733,0.587272733,0.587272733,,1,1047
