,uPPc_1,uPPc_2,uPPc_3,uPPc_4,uPPc_5,uPPc_6,uPPc_7,uPPc_8,uPPc_9,uPPc_10,uPPc_11,uPPc_12,uPPc_13,uPPc_14,uPPc_15,uPPc_16,uPPc_17,uPPc_18,uPPc_19,uPPc_20,uPPc_21,uPPc_22,uPPc_23,uPPc_24,uPPc_25,uPPc_26,uPPc_27,uPPc_28,uPPc_29,uPPc_33,uPPc_34,uPPc_35,uPPc_36,uPPc_37,uPPc_38,uPPc_39
PP_288,0.12082,0.02043,0.00821,0.07062,-0.07907,0.03491,0.04842,0.02384,0.10245,0.10713,0.07345,-0.02953,-0.03038,0.02621,0.04449,0.02955,0.07776,-0.02279,-0.01158,-0.00911,0.06348,0.10958,0.12982,0.00646,0.05097,0.1015,0.0151,0.11367,0.09336,0.05777,0.05054,-0.02693,0.04777,-0.00979,0.12755,0.0887
PP_290,0.09019,0.43055,-0.11115,0.16992,-0.09534,0.04004,-0.01616,-0.08583,0.108,0.01068,0.09383,0.06901,0.43779,0.15204,0.24987,0.0618,0.30865,-0.01799,0.04684,-0.00508,0.08718,0.18136,0.3354,0.03965,0.11807,0.09619,0.01172,0.55377,0.1669,0.04862,0.0305,-0.0571,0.0195,-0.00489,0.43603,0.5401
PP_291,0.08274,0.33209,0.126,0.29734,-0.21019,0.35721,0.08045,0.05303,0.28702,-0.03589,-0.09388,0.14225,0.16859,-0.06719,-0.04035,0.06449,0.05207,0.0052,0.30888,0.12463,0.29107,-0.16841,-0.2388,0.46324,0.0423,0.08518,0.1361,-0.00867,0.02297,0.16562,-0.10118,-0.22004,-0.20071,-0.19202,-0.22411,-0.02157
PP_292,0.01153,-0.01158,0.18289,0.02884,0.05494,0.02603,0.00414,0.20309,0.07649,0.15919,0.09946,0.04065,-0.09518,-0.00787,0.00532,-0.00353,0.01398,-0.03248,0.03332,0.0507,0.12253,0.07615,0.01075,0.03769,0.05728,0.11282,-0.0464,0.07132,0.10295,-0.03853,0.05285,0.06488,0.12099,0.08156,0.05955,0.01917
PP_295,-0.23269,0.21275,-0.37868,0.01471,-0.26148,0.05175,-0.18172,-0.39324,-0.0103,0.0174,-0.16447,-0.10711,0.18062,0.13806,-0.09771,-0.27682,0.011,-0.29819,-0.04076,-0.17917,0.00347,-0.03792,0.058,-0.11115,0.00879,0.02208,-0.30568,0.07386,-0.04282,-0.22583,-0.11129,-0.25201,-0.12259,-0.02913,-0.01419,0.2317
PP_297,0.21999,0.28196,-0.35748,0.15754,-0.2557,0.10605,-0.07534,-0.35806,0.06433,-0.0124,-0.1625,-0.07835,0.1981,-0.00148,-0.05822,-0.26172,-0.04243,-0.1697,-0.0103,-0.12086,-0.03753,-0.08573,0.00414,0.01843,0.15338,0.04701,-0.19286,0.15538,-0.02838,-0.22668,0.03728,-0.28842,-0.27856,-0.12491,0.00669,0.21618
PP_303,0.02371,-0.04015,0.14326,-0.02905,0.20026,-0.03051,-0.07182,0.14875,0.08639,0.07384,0.14344,0.10423,-0.03031,0.06321,0.09259,0.08283,0.10728,0.01318,-0.03222,0.07696,0.14906,0.22006,0.1406,-0.02778,0.04646,0.09192,0.02242,0.06576,0.13765,-0.00509,0.01599,0.21505,0.15597,0.09255,0.27721,-0.00277
PP_305,0.00706,0.3157,-0.08267,0.14329,-0.00699,0.05993,-0.08306,-0.08841,0.14066,0.09593,0.14176,0.09117,0.28018,0.17923,0.16127,0.00244,0.22125,-0.0422,-0.00477,0.01285,0.16047,0.23309,0.28819,0.01029,0.16669,0.14002,-0.03134,0.39118,0.2036,-0.04676,0.04823,0.00434,-0.00721,-0.01673,0.48673,0.37627
PP_306,0.07145,0.03514,0.15722,0.00076,0.18056,0.04775,-0.08344,0.16597,0.12719,0.18612,0.22535,0.166,0.06849,0.21769,0.15726,0.06136,0.19513,0.06324,-0.03679,0.14175,0.23658,0.31416,0.25165,-0.02251,0.09973,0.16869,0.00257,0.15944,0.26026,0.00071,0.09065,0.21349,0.15756,0.05194,0.37879,0.09746
PP_307,0.0717,0.03504,0.15675,0.00076,0.18109,0.04843,-0.08324,0.16578,0.12779,0.18611,0.22575,0.16634,0.06854,0.21883,0.1575,0.06166,0.19577,0.0633,-0.03646,0.14184,0.23646,0.31378,0.2513,-0.02201,0.09991,0.16884,0.00284,0.15952,0.26059,0.00074,0.09057,0.21407,0.15823,0.05278,0.37897,0.09734
PP_308,-0.23397,0.13483,-0.35569,-0.0435,-0.20652,-0.0093,-0.20757,-0.37111,-0.06945,0.01643,-0.13585,-0.10319,0.12393,0.15768,-0.1229,-0.25105,-0.02048,-0.28791,-0.1053,-0.17785,-0.03489,-0.00686,0.07434,-0.15783,-0.02079,0.01844,-0.32001,0.06897,-0.02463,-0.23681,-0.0939,-0.1942,-0.05719,0.00753,0.00591,0.18484
PP_310,-0.03022,-0.15,-0.04601,-0.03689,0.12444,0.07114,0.02094,0.00138,-0.10487,0.02998,0.05106,-0.11304,-0.08993,-0.29671,0.09011,0.0596,-0.07125,0.076,0.00947,-0.07673,-0.12004,-0.0346,-0.05473,0.08421,0.08265,-0.04763,0.07436,-0.2044,0.0277,-0.07777,-0.21667,-0.01672,-0.09536,-0.06564,-0.03819,-0.12968
PP_312,0.08796,-0.01754,0.18865,-0.00343,0.21924,-0.04095,-0.05256,0.18575,0.09851,0.07445,0.18506,0.13576,-0.02699,0.10752,0.1165,0.1199,0.1418,0.04595,-0.03507,0.09922,0.1366,0.2722,0.19031,-0.01728,0.06738,0.08918,0.0692,0.11375,0.16077,0.05592,0.06886,0.25731,0.19767,0.0804,0.33895,0.05214
PP_315,0.02969,0.04595,0.20911,0.09873,0.06037,0.08455,0.03728,0.23991,0.09254,0.14036,0.07156,0.05816,-0.05456,-0.07388,-0.00117,0.03276,-0.00404,0.02783,0.08216,0.07023,0.12736,0.02192,-0.03296,0.12851,0.07476,0.09652,0.00599,0.04273,0.10388,-0.0012,0.05788,0.07053,0.08173,0.0721,0.02618,-0.0008
PP_316,0.08274,0.33209,0.126,0.29734,-0.21019,0.35721,0.08045,0.05303,0.28702,-0.03589,-0.09388,0.14225,0.16859,-0.06719,-0.04035,0.06449,0.05207,0.0052,0.30888,0.12463,0.29107,-0.16841,-0.2388,0.46324,0.0423,0.08518,0.1361,-0.00867,0.02297,0.16562,-0.10118,-0.22004,-0.20071,-0.19202,-0.22411,-0.02157
PP_318,-0.24218,0.2323,-0.35977,0.09698,-0.24181,0.09195,-0.10122,-0.3589,0.03197,0.00719,-0.16019,-0.09516,0.15336,0.00994,-0.09438,-0.2692,-0.05764,-0.20764,-0.05022,-0.13833,-0.04957,-0.08255,-0.00037,-0.03103,0.11502,0.05306,-0.22687,0.12323,-0.03191,-0.25506,-0.00231,-0.28204,-0.24292,-0.10032,-0.02559,0.18285
PP_319,-0.01323,-0.23423,0.08704,-0.23932,0.13872,-0.04607,-0.06503,0.10707,-0.05717,0.14871,0.11625,0.04365,-0.21969,0.06345,-0.10343,0.05697,0.0235,-0.0888,-0.12923,0.01379,0.02931,0.03742,0.00721,-0.13813,-0.12804,0.07652,-0.03867,-0.13617,0.04797,-0.02393,-0.14844,0.08387,0.23536,0.15871,-0.08245,-0.1692
PP_322,0.20339,-0.1709,0.24151,-0.03764,0.29133,-0.12258,0.00039,0.20517,-0.00329,-0.05093,0.2003,0.16925,-0.17812,0.09781,0.05751,0.20327,0.11281,0.10091,-0.00028,0.05204,0.0747,0.19994,0.16025,0.00166,0.02631,-0.04243,0.12237,0.115,0.08235,0.11651,0.15022,0.22899,0.21846,0.15694,0.17399,-0.0063
PP_323,0.14992,0.42245,-0.082,0.17842,-0.05843,0.0319,0.02751,-0.05703,0.14046,-0.00421,0.13356,0.10218,0.43443,0.14983,0.27247,0.09401,0.29985,0.02112,0.07657,0.02037,0.09477,0.1995,0.3242,0.08058,0.10925,0.10065,0.07088,0.57342,0.14995,0.09592,0.045,-0.01908,0.00887,-0.02684,0.41932,0.54107
PP_324,-0.01235,0.05357,0.03857,0.1359,0.14386,-0.01642,-0.23634,-0.01823,-0.04862,0.04611,-0.00088,0.01729,-0.08655,0.05886,-0.07306,-0.15237,0.03877,0.01264,0.02929,-0.00878,0.16884,0.1457,0.08943,0.01841,0.15058,0.09046,-0.15587,0.04166,0.02294,-0.10005,0.18393,0.04056,0.0832,0.10056,-0.11302,0.0187
PP_326,0.34342,-0.16241,0.36374,0.14798,0.2816,-0.0696,0.18013,0.36303,0.06492,-0.103,0.21903,0.18657,-0.29755,-0.01983,0.07762,0.22384,0.05841,0.3763,0.06238,0.22375,0.09848,0.17135,0.07264,0.08001,0.06964,-0.03016,0.33455,0.07054,0.08817,0.27394,0.14837,0.2657,0.10117,0.02888,0.17141,-0.1214
PP_327,-0.02573,-0.05883,0.04923,-0.07093,0.06878,-0.04235,-0.00838,0.04332,-0.10318,0.07749,0.01638,0.00243,-0.13069,0.02291,-0.07331,-0.01957,-0.01045,-0.07417,-0.09142,-0.0424,0.00136,-0.01841,-0.05827,-0.13249,0.005,0.04407,-0.02057,-0.0246,-0.03051,-0.00753,-0.08991,-0.03944,0.08406,0.05618,-0.12172,-0.0632
PP_328,0.13979,-0.21326,0.27824,0.06768,0.14843,-0.0318,0.07673,0.2614,0.02521,-0.16547,0.04324,0.01673,-0.36625,-0.14132,-0.07224,0.05276,-0.14743,0.22199,0.08056,0.09892,0.00537,-0.02319,-0.12018,0.09784,-0.03754,-0.12498,0.20428,-0.11646,-0.04259,0.11857,0.02623,0.10773,-0.00925,0.01937,-0.12793,-0.2495
PP_331,0.08947,0.24886,-0.1139,0.11305,-0.0538,0.05569,-0.01332,-0.11273,0.13056,-0.05499,0.04083,0.0633,0.20704,0.13785,0.13899,0.02883,0.18867,0.0381,0.11585,-0.03053,0.114,0.13717,0.15141,0.07337,0.08673,-0.0001,0.0201,0.296,0.08595,0.00914,-0.00474,-0.06945,-0.02645,-0.00823,0.27476,0.26296
PP_332,-0.27068,0.16811,-0.22161,0.05189,-0.10208,0.04606,-0.10089,-0.21715,0.03725,0.05051,-0.19495,-0.12303,0.13811,-0.07934,-0.09877,-0.25517,-0.1447,-0.16814,0.03018,-0.08321,0.00028,-0.13906,-0.11642,0.0004,0.03447,0.02564,-0.19399,-0.03495,-0.05174,-0.22516,-0.13254,-0.21948,-0.15238,-0.03804,-0.21016,0.04009
PP_334,-0.06712,0.26378,-0.21604,0.14539,-0.19193,0.04493,-0.09102,-0.23194,0.04155,-0.01568,-0.1059,-0.01409,0.21102,0.15228,0.04654,-0.17203,0.0815,-0.13641,0.02325,-0.10653,0.04457,-0.00009,0.09131,-0.04332,0.10662,-0.01172,-0.11224,0.12813,0.00261,-0.08036,-0.01952,-0.131,-0.09882,-0.05657,0.08777,0.22753
PP_335,-0.06551,0.2699,-0.21869,0.1507,-0.19401,0.04708,-0.08898,-0.23362,0.04214,-0.01938,-0.10734,-0.0134,0.21715,0.15039,0.05022,-0.17208,0.08351,-0.13313,0.02457,-0.10901,0.04366,-0.00157,0.09151,-0.04043,0.11082,-0.01284,-0.10987,0.13458,0.00197,-0.07887,-0.01569,-0.13036,-0.10115,-0.05757,0.09025,0.23262
PP_338,-0.00767,0.06154,0.04336,0.14172,0.14187,-0.00519,-0.22757,-0.01524,-0.04174,0.05477,0.00571,0.01327,-0.08297,0.06735,-0.07643,-0.14777,0.04207,0.00987,0.02828,-0.00596,0.17242,0.15188,0.09617,0.01619,0.15325,0.10095,-0.15477,0.05132,0.03144,-0.09229,0.18334,0.04013,0.08836,0.10414,-0.10252,0.03137
PP_339,0.24441,0.32591,0.04522,0.19029,0.01645,-0.01153,0.05992,0.05307,0.11883,0.04964,0.24806,0.17609,0.2911,0.23792,0.28927,0.20053,0.37092,0.09602,0.01781,0.13987,0.09875,0.31539,0.39362,0.04016,0.18408,0.10715,0.1446,0.52857,0.2064,0.15456,0.06755,0.09628,0.12692,0.07286,0.48758,0.46713
PP_341,0.18476,-0.00431,0.20806,0.07198,0.23708,-0.00262,0.02413,0.20963,0.13723,0.13705,0.28996,0.20604,-0.02694,0.23645,0.17253,0.19832,0.22189,0.11519,-0.01259,0.22532,0.1995,0.34495,0.25464,0.0156,0.16427,0.13144,0.14194,0.17703,0.22663,0.12924,0.10427,0.28129,0.19908,0.11214,0.38586,0.0934
PP_343,0.18367,0.24856,0.11312,0.13914,0.11908,0.00891,-0.02744,0.10249,0.14876,0.09182,0.256,0.18562,0.22922,0.20598,0.27281,0.17334,0.331,0.07639,0.03032,0.12772,0.20745,0.3458,0.37465,0.03671,0.17428,0.14151,0.11104,0.44307,0.27493,0.10521,0.08943,0.16422,0.13023,0.04648,0.55515,0.37667
PP_345,0.07172,0.03552,0.15738,0.00123,0.18096,0.04816,-0.08326,0.16612,0.12789,0.18625,0.22566,0.16609,0.06864,0.21878,0.15768,0.06147,0.19562,0.06348,-0.03638,0.14199,0.23693,0.31398,0.25138,-0.02211,0.10019,0.16912,0.00295,0.15971,0.26032,0.00097,0.09104,0.21385,0.15789,0.05241,0.3788,0.09767
PP_346,0.07171,0.03528,0.15706,0.001,0.18102,0.04829,-0.08325,0.16595,0.12784,0.18618,0.22571,0.16621,0.06859,0.21881,0.15759,0.06156,0.1957,0.06339,-0.03642,0.14192,0.23669,0.31388,0.25134,-0.02206,0.10005,0.16898,0.00289,0.15962,0.26046,0.00085,0.09081,0.21396,0.15806,0.0526,0.37889,0.0975
PP_347,0.01057,0.13433,0.07969,0.19059,0.13274,0.03111,-0.16888,0.01653,-0.01567,0.10535,0.0371,-0.00306,-0.04648,0.08675,-0.08853,-0.13729,0.0579,-0.0294,0.00446,0.02033,0.17242,0.18701,0.14018,-0.00422,0.17694,0.15955,-0.16882,0.10198,0.07637,-0.04981,0.19459,0.04941,0.11848,0.12831,-0.04398,0.11913
PP_348,0.16162,-0.20937,0.24036,-0.06269,0.23754,-0.02109,0.04259,0.21108,-0.0025,0.08776,0.14843,0.07326,-0.25463,0.07764,-0.032,0.14351,0.08175,0.02004,-0.00038,0.07397,0.11318,0.12184,0.04536,-0.0216,-0.0176,0.05538,0.06666,-0.02883,0.11477,0.10896,0.00028,0.20191,0.26596,0.22396,0.03468,-0.11208
PP_349,0.103,0.3801,-0.06117,0.16959,-0.04992,0.04216,-0.02443,-0.04646,0.10874,0.06601,0.15405,0.09251,0.35941,0.23127,0.21858,0.0917,0.32212,-0.01411,0.04392,0.0709,0.10324,0.22319,0.34134,0.02386,0.15991,0.11753,0.01955,0.45819,0.18664,0.03925,-0.03152,-0.01808,0.08974,0.07014,0.41084,0.46902
PP_350,0.07979,0.04494,0.16322,0.01451,0.17875,0.05178,-0.07523,0.17172,0.13665,0.19006,0.2293,0.16749,0.07116,0.21463,0.15719,0.0679,0.20269,0.06708,-0.02957,0.15014,0.23832,0.31803,0.25383,-0.01629,0.1087,0.17271,0.01098,0.16496,0.26321,0.01098,0.09259,0.21042,0.15503,0.04921,0.38115,0.10199
PP_352,0.03871,0.22648,0.06154,0.12987,0.05453,0.03753,-0.09412,0.03056,0.12228,0.11721,0.13688,0.06789,0.1819,0.19072,0.18364,0.02335,0.24267,-0.09203,0.04466,0.08582,0.17847,0.23992,0.2773,0.03359,0.15545,0.13279,-0.01409,0.25448,0.23003,-0.00007,0.01587,0.05893,0.15572,0.08108,0.41165,0.26073
PP_353,0.03264,0.0374,0.20065,0.08731,0.07617,0.05921,0.03756,0.2321,0.1112,0.16198,0.09671,0.0677,-0.066,-0.026,0.02803,0.0288,0.02802,0.0287,0.08082,0.07656,0.15731,0.07613,0.00924,0.10446,0.08888,0.11965,0.00763,0.06088,0.12697,-0.00149,0.063,0.0844,0.09646,0.08587,0.05023,0.01161
PP_354,0.28716,-0.18119,0.3043,-0.00109,0.29164,-0.05741,0.13399,0.30696,0.04042,0.10613,0.31486,0.22151,-0.19501,0.21249,0.09383,0.28749,0.23307,0.1304,-0.03146,0.26598,0.127,0.30968,0.20761,-0.04668,0.07726,0.10457,0.21425,0.06294,0.19628,0.19794,0.01129,0.29832,0.31644,0.23143,0.17596,-0.03368
PP_355,0.17943,0.10201,0.33174,0.29588,0.27039,0.0563,0.06595,0.30839,0.09479,0.09366,0.12596,0.0896,-0.07787,-0.04484,0.02125,0.10747,0.08381,0.22329,0.12957,0.14436,0.18003,0.14996,0.04386,0.18817,0.20515,0.09338,0.16153,-0.04361,0.11866,0.16584,0.18594,0.20666,0.16452,0.16507,-0.0567,-0.10676
PP_356,-0.013,-0.23427,0.08696,-0.23926,0.13873,-0.04594,-0.06486,0.10709,-0.05718,0.14849,0.11638,0.04358,-0.21975,0.06355,-0.10351,0.0571,0.02348,-0.08874,-0.12933,0.01349,0.02944,0.03728,0.00716,-0.13828,-0.12816,0.07654,-0.03849,-0.13632,0.04793,-0.02376,-0.14841,0.08373,0.23517,0.15856,-0.08262,-0.1694
PP_357,-0.27297,0.17842,-0.22133,0.05887,-0.10831,0.05392,-0.10195,-0.21656,0.0401,0.05305,-0.19729,-0.12826,0.14776,-0.08135,-0.09731,-0.25628,-0.14964,-0.16981,0.03654,-0.08018,0.00368,-0.14294,-0.11872,0.00633,0.03737,0.02397,-0.19756,-0.03685,-0.05014,-0.22403,-0.12968,-0.22394,-0.15594,-0.03529,-0.21729,0.04324
PP_361,0.17958,0.30844,0.09568,0.1122,0.0042,-0.01274,0.08555,0.12579,0.06149,0.06534,0.1845,0.05209,0.33093,0.04714,0.29989,0.19241,0.24915,0.08415,0.00878,0.07577,0.05417,0.15552,0.26763,0.03672,0.09267,0.11164,0.15665,0.37505,0.14113,0.17418,0.06435,0.06892,0.09941,0.02387,0.30487,0.32506
PP_362,0.08844,-0.01404,0.09305,0.02138,0.13767,0.00591,0.076,0.10286,0.15266,-0.01553,0.05255,0.10264,-0.08953,0.00134,0.05605,0.08705,0.08351,0.02979,0.19846,0.00091,0.15038,-0.04682,-0.06329,0.1519,0.01273,-0.0309,0.14545,-0.04204,0.00192,0.07786,-0.06624,0.0318,0.13015,0.05798,-0.04058,-0.11313
PP_363,0.28622,-0.13103,0.2024,-0.02837,0.31418,-0.08195,0.14481,0.21921,0.09186,0.01905,0.21781,0.22442,-0.16802,-0.02131,0.14172,0.2649,0.13551,0.19686,0.11177,0.04932,0.13077,0.11505,0.08032,0.10552,0.0178,-0.01982,0.27282,0.06075,0.0654,0.18755,0.05938,0.29834,0.24244,0.14085,0.09731,-0.1059
PP_365,-0.18472,0.10447,-0.25594,-0.02883,-0.23588,0.07253,-0.12837,-0.23103,0.03927,0.01836,-0.17059,-0.14358,0.08978,0.03106,-0.12838,-0.26376,-0.04642,-0.19026,-0.07218,-0.10203,0.04204,-0.04971,-0.02073,-0.10493,-0.02232,0.02972,-0.24017,0.04341,-0.0105,-0.20862,-0.04211,-0.24991,-0.08069,-0.01897,-0.00052,0.15182
PP_367,-0.18472,0.10447,-0.25594,-0.02883,-0.23588,0.07253,-0.12837,-0.23103,0.03927,0.01836,-0.17059,-0.14358,0.08978,0.03106,-0.12838,-0.26376,-0.04642,-0.19026,-0.07218,-0.10203,0.04204,-0.04971,-0.02073,-0.10493,-0.02232,0.02972,-0.24017,0.04341,-0.0105,-0.20862,-0.04211,-0.24991,-0.08069,-0.01897,-0.00052,0.15182
PP_368,-0.22167,0.41432,-0.29348,0.1288,-0.206,0.05382,-0.1284,-0.27749,0.09219,0.03086,-0.13771,-0.08613,0.36856,0.00639,0.02813,-0.1933,0.01248,-0.18325,0.04732,-0.08789,0.01898,-0.06433,0.03853,0.03271,0.0533,0.04128,-0.20386,0.23776,0.00974,-0.19264,-0.10286,-0.25039,-0.15556,-0.05755,0.03153,0.33776
PP_369,0.12045,0.02018,0.00774,0.07061,-0.07918,0.03473,0.04814,0.02328,0.10245,0.10702,0.07346,-0.02945,-0.03025,0.02548,0.04441,0.02949,0.07736,-0.02281,-0.01189,-0.00973,0.06291,0.10927,0.12945,0.0061,0.051,0.10131,0.01479,0.11347,0.09298,0.05708,0.05054,-0.02686,0.04766,-0.01013,0.12725,0.08849
PP_370,0.15347,0.38302,-0.06809,0.17304,-0.06264,-0.01083,0.04322,-0.05521,0.11044,-0.01819,0.14907,0.12427,0.38643,0.1595,0.25981,0.122,0.34343,0.0277,0.05549,0.03071,0.07615,0.20974,0.34832,0.05078,0.12254,0.08488,0.07944,0.55755,0.1466,0.09986,0.05256,-0.01532,0.05204,0.01652,0.43009,0.50737
PP_374,-0.29136,0.18216,-0.26343,0.051,-0.13634,0.05556,-0.10877,-0.26548,0.03589,0.03617,-0.21258,-0.13162,0.14748,-0.07245,-0.10887,-0.27823,-0.1488,-0.18517,0.02694,-0.10159,-0.00768,-0.1485,-0.12181,-0.00168,0.03429,0.02435,-0.21327,-0.01724,-0.06269,-0.24508,-0.14359,-0.25414,-0.1945,-0.06164,-0.20283,0.0669
PP_377,-0.18503,0.10475,-0.25664,-0.02876,-0.23681,0.0727,-0.12879,-0.23198,0.03946,0.0183,-0.17081,-0.14349,0.09023,0.03196,-0.12849,-0.26467,-0.04653,-0.191,-0.07202,-0.10238,0.04203,-0.05062,-0.02088,-0.10477,-0.02231,0.02979,-0.24061,0.0433,-0.0113,-0.20922,-0.04223,-0.25087,-0.08163,-0.01977,-0.00068,0.15211
PP_382,-0.18514,0.10489,-0.2574,-0.02892,-0.23729,0.07321,-0.12871,-0.23256,0.0394,0.01816,-0.17098,-0.14369,0.09045,0.03238,-0.12859,-0.26501,-0.04653,-0.19117,-0.07197,-0.1029,0.04193,-0.05119,-0.02081,-0.10473,-0.02267,0.03007,-0.24073,0.04286,-0.01159,-0.20933,-0.04246,-0.25148,-0.08232,-0.02043,-0.00077,0.15229
PP_383,-0.18503,0.10505,-0.25715,-0.02871,-0.2371,0.07305,-0.12863,-0.23234,0.03953,0.01833,-0.17085,-0.14362,0.09054,0.03245,-0.1285,-0.2648,-0.04634,-0.19109,-0.07197,-0.10272,0.042,-0.05094,-0.02066,-0.10478,-0.02241,0.03021,-0.24064,0.04306,-0.01142,-0.20922,-0.04231,-0.25117,-0.08207,-0.02019,-0.00072,0.15234
PP_386,-0.18514,0.10489,-0.2574,-0.02892,-0.23729,0.07321,-0.12871,-0.23256,0.0394,0.01816,-0.17098,-0.14369,0.09045,0.03238,-0.12859,-0.26501,-0.04653,-0.19117,-0.07197,-0.1029,0.04193,-0.05119,-0.02081,-0.10473,-0.02267,0.03007,-0.24073,0.04286,-0.01159,-0.20933,-0.04246,-0.25148,-0.08232,-0.02043,-0.00077,0.15229
PP_387,-0.18551,0.10489,-0.25843,-0.0292,-0.23839,0.07316,-0.12901,-0.2335,0.03901,0.01793,-0.17148,-0.14363,0.09055,0.03215,-0.12868,-0.2656,-0.04664,-0.1916,-0.07257,-0.10317,0.04169,-0.05162,-0.02112,-0.10497,-0.02295,0.03017,-0.24126,0.0427,-0.01188,-0.20986,-0.04265,-0.25246,-0.0832,-0.02098,-0.00105,0.15227
PP_388,-0.1851,0.10489,-0.25765,-0.02896,-0.23751,0.07323,-0.12863,-0.23276,0.03937,0.01806,-0.17098,-0.14369,0.09048,0.03246,-0.12864,-0.26499,-0.04646,-0.19128,-0.07213,-0.10306,0.04188,-0.05132,-0.02091,-0.10482,-0.02279,0.03015,-0.24071,0.04283,-0.01167,-0.20935,-0.04257,-0.25156,-0.08245,-0.02059,-0.00072,0.15231
PP_389,-0.18491,0.10461,-0.25642,-0.02885,-0.2362,0.07253,-0.12847,-0.23158,0.03918,0.01831,-0.17077,-0.14359,0.09027,0.03113,-0.12844,-0.26413,-0.04646,-0.19075,-0.07238,-0.10236,0.04183,-0.05016,-0.02066,-0.10504,-0.02236,0.02972,-0.24047,0.04321,-0.01085,-0.20896,-0.04244,-0.25043,-0.08115,-0.01913,-0.00055,0.15189
PP_393,-0.20388,0.09543,-0.41748,0.05697,-0.29465,0.1134,-0.23086,-0.4579,0.00731,-0.28248,-0.36039,-0.07552,0.01462,0.05505,-0.089,-0.32184,-0.20466,0.04422,0.172,-0.12165,-0.01382,-0.17861,0.00685,0.24307,0.10213,-0.09667,-0.23417,0.22576,-0.02646,-0.27419,0.02279,-0.35507,-0.40782,-0.17216,-0.01069,0.12296
PP_394,-0.1262,0.3596,-0.37662,0.17193,-0.22267,0.15212,-0.09448,-0.37129,0.01181,-0.11338,-0.08941,-0.10215,0.25951,0.14795,0.06114,-0.14493,-0.01783,-0.09569,0.01895,-0.17543,-0.05817,-0.15904,-0.02084,0.03666,0.08137,-0.08277,-0.14438,0.168,0.04815,-0.18687,0.02852,-0.20243,-0.14979,-0.11069,0.19897,0.1633
PP_395,-0.14135,0.31642,-0.38486,0.15054,-0.2209,0.12928,-0.11511,-0.38275,0.01248,-0.13554,-0.09923,-0.09423,0.2311,0.13938,0.05695,-0.1524,-0.03526,-0.08656,0.01922,-0.17492,-0.05835,-0.15477,-0.02077,0.05167,0.07428,-0.0995,-0.15314,0.15974,0.04457,-0.20573,0.02442,-0.20191,-0.15647,-0.12717,0.19609,0.13818
PP_396,-0.14074,0.31659,-0.38518,0.15002,-0.22072,0.13106,-0.11521,-0.38251,0.01216,-0.13502,-0.09909,-0.09344,0.2309,0.13988,0.05687,-0.15241,-0.03502,-0.08652,0.01904,-0.17522,-0.05759,-0.15494,-0.02167,0.05115,0.07464,-0.09803,-0.15279,0.1595,0.04556,-0.20571,0.02444,-0.20168,-0.15681,-0.12869,0.19644,0.1394
PP_397,-0.03021,-0.09421,-0.0281,-0.13129,0.01829,0.05356,-0.04228,-0.00738,-0.02844,0.06851,0.01613,-0.04807,-0.09686,0.09001,-0.06043,0.00213,-0.01088,-0.08894,-0.08565,-0.05399,0.03112,0.02741,0.01176,-0.08627,-0.05435,0.08307,-0.0814,-0.00739,0.11959,-0.10795,-0.11194,-0.04476,0.12912,0.10762,0.00645,-0.07761
PP_398,-0.12813,0.35337,-0.37696,0.16656,-0.22453,0.14611,-0.09816,-0.3759,0.01488,-0.12069,-0.08786,-0.09446,0.25723,0.14949,0.05949,-0.14325,-0.0175,-0.09172,0.01727,-0.17674,-0.05698,-0.16014,-0.02362,0.03373,0.08351,-0.08565,-0.14464,0.1653,0.04587,-0.19154,0.02938,-0.20221,-0.15157,-0.11601,0.19392,0.15999
PP_399,-0.14333,0.24112,-0.302,0.10898,-0.15294,0.11394,-0.05392,-0.30112,0.00717,-0.01421,-0.08982,-0.07099,0.16014,0.04309,-0.02871,-0.17605,-0.03495,-0.10607,-0.01472,-0.12888,-0.01629,-0.07968,0.0039,-0.0094,0.12266,0.05357,-0.13271,0.15371,0.02978,-0.17097,-0.0022,-0.18514,-0.19128,-0.0919,0.04553,0.15755
PP_400,-0.13337,0.36775,-0.3571,0.16052,-0.15358,0.17157,-0.09161,-0.36973,0.00399,-0.08775,-0.07536,-0.12326,0.26377,0.11195,0.07607,-0.14348,-0.03393,-0.07878,0.00162,-0.16644,-0.03926,-0.14329,0.014,0.02047,0.08724,-0.03769,-0.1432,0.15757,0.05029,-0.17694,0.05673,-0.13989,-0.15015,-0.06447,0.19447,0.18274
PP_401,-0.13171,0.30598,-0.34922,0.1172,-0.12315,0.16463,-0.09152,-0.36787,-0.01881,-0.09744,-0.08871,-0.13496,0.23083,0.06218,0.05203,-0.15169,-0.05487,-0.04408,-0.01385,-0.14887,-0.04048,-0.14946,0.00807,-0.00307,0.06662,-0.01782,-0.12582,0.13056,0.03149,-0.15532,0.0537,-0.12688,-0.18696,-0.06636,0.14376,0.16502
PP_402,-0.13049,0.33861,-0.37855,0.15846,-0.22555,0.14258,-0.10252,-0.3782,0.01239,-0.12505,-0.08851,-0.09052,0.2466,0.14605,0.06041,-0.14338,-0.02271,-0.08861,0.01575,-0.17762,-0.05222,-0.16016,-0.02461,0.03712,0.08225,-0.08842,-0.14539,0.16238,0.04572,-0.19666,0.02695,-0.20436,-0.15365,-0.12276,0.19387,0.15372
